,count_1,routine_flg,period,is_deleted,campaign_name_入会費半額,campaign_name_入会費無料,class_name_オールタイム,class_name_デイタイム,gender_F
154,3.0,1.0,35,0.0,0,0,1,0,0
155,9.0,1.0,5,0.0,1,0,1,0,0
156,4.0,1.0,44,0.0,0,0,0,0,0
157,8.0,1.0,1,0.0,0,1,1,0,0
158,7.0,1.0,21,0.0,0,0,0,1,1
159,5.0,1.0,37,0.0,0,0,0,1,1
160,4.0,1.0,39,0.0,0,0,0,0,1
161,5.0,1.0,27,0.0,0,0,1,0,1
162,6.0,1.0,10,0.0,0,0,0,1,1
164,6.0,1.0,16,0.0,0,0,1,0,0
165,6.0,1.0,23,0.0,0,0,1,0,1
166,4.0,1.0,27,0.0,0,0,1,0,0
167,6.0,1.0,25,0.0,0,0,0,0,0
168,6.0,1.0,4,0.0,0,0,0,1,1
169,8.0,1.0,8,0.0,1,0,1,0,0
170,8.0,1.0,8,0.0,0,0,0,1,1
171,5.0,1.0,31,0.0,0,0,0,0,0
172,2.0,1.0,34,0.0,0,0,1,0,0
173,8.0,1.0,2,0.0,0,1,0,0,0
174,5.0,1.0,22,0.0,0,0,1,0,0
175,4.0,1.0,32,0.0,0,0,0,0,1
176,3.0,1.0,37,0.0,0,0,1,0,0
177,6.0,1.0,10,0.0,0,0,0,1,1
178,6.0,1.0,37,0.0,0,0,1,0,0
179,5.0,1.0,21,0.0,0,0,0,0,0
180,4.0,1.0,18,0.0,0,0,0,0,1
181,10.0,1.0,1,0.0,0,0,1,0,0
182,4.0,1.0,37,0.0,0,0,0,0,0
183,6.0,1.0,16,0.0,0,0,1,0,1
184,6.0,1.0,16,0.0,0,0,1,0,0
185,8.0,1.0,6,0.0,0,0,1,0,0
186,6.0,1.0,9,0.0,0,0,0,1,1
187,7.0,1.0,36,0.0,0,0,0,1,0
188,7.0,1.0,13,0.0,0,0,1,0,0
189,4.0,1.0,24,0.0,1,0,1,0,1
190,5.0,1.0,21,0.0,0,0,1,0,0
191,7.0,1.0,3,0.0,0,1,1,0,0
192,8.0,1.0,5,0.0,0,0,1,0,0
193,7.0,1.0,29,0.0,0,0,0,0,0
194,5.0,1.0,10,0.0,0,0,1,0,0
195,7.0,1.0,13,0.0,0,0,1,0,0
196,4.0,1.0,27,0.0,0,0,0,1,0
197,4.0,1.0,34,0.0,0,0,0,1,1
198,5.0,1.0,40,0.0,0,0,0,1,1
199,7.0,1.0,19,0.0,0,0,1,0,0
200,4.0,1.0,38,0.0,0,0,0,0,1
201,7.0,1.0,14,0.0,0,0,1,0,1
202,3.0,1.0,43,0.0,0,0,0,0,0
203,3.0,1.0,29,0.0,0,0,1,0,0
204,9.0,1.0,10,0.0,0,0,1,0,0
205,7.0,1.0,14,0.0,0,0,0,1,1
206,7.0,1.0,9,0.0,0,1,0,0,0
207,7.0,1.0,27,0.0,0,0,0,1,0
208,6.0,1.0,44,0.0,0,0,1,0,0
209,8.0,1.0,30,0.0,0,0,1,0,0
210,5.0,1.0,22,0.0,0,0,1,0,1
211,7.0,1.0,12,0.0,1,0,1,0,0
212,4.0,1.0,29,0.0,0,0,0,1,1
214,7.0,1.0,27,0.0,0,0,0,1,1
215,6.0,1.0,21,0.0,0,0,1,0,1
216,2.0,1.0,34,0.0,0,0,1,0,1
217,7.0,1.0,27,0.0,0,0,1,0,0
218,5.0,1.0,16,0.0,0,0,1,0,1
219,6.0,1.0,38,0.0,0,0,1,0,1
220,6.0,1.0,14,0.0,0,0,1,0,1
221,7.0,1.0,33,0.0,0,0,0,0,0
223,6.0,1.0,24,0.0,0,0,1,0,0
224,3.0,1.0,17,0.0,0,0,1,0,1
225,6.0,1.0,33,0.0,0,0,1,0,0
226,8.0,1.0,6,0.0,0,0,1,0,1
227,5.0,1.0,14,0.0,0,1,1,0,1
228,10.0,1.0,2,0.0,0,0,0,0,0
229,7.0,1.0,37,0.0,0,0,1,0,1
230,7.0,1.0,14,0.0,0,0,1,0,0
231,5.0,1.0,37,0.0,0,0,0,1,1
232,4.0,1.0,14,0.0,0,0,1,0,1
233,6.0,1.0,1,0.0,0,0,0,1,1
234,10.0,1.0,5,0.0,0,0,0,1,1
235,12.0,1.0,0,0.0,1,0,1,0,1
236,10.0,1.0,4,0.0,1,0,0,1,1
237,7.0,1.0,14,0.0,0,0,1,0,0
238,5.0,1.0,21,0.0,0,0,1,0,1
239,5.0,1.0,40,0.0,0,0,1,0,1
240,6.0,1.0,3,0.0,1,0,0,0,0
241,4.0,1.0,24,0.0,0,0,1,0,1
242,6.0,1.0,6,0.0,0,1,0,1,1
243,3.0,1.0,34,0.0,0,0,0,0,1
244,6.0,1.0,39,0.0,0,0,1,0,1
245,3.0,1.0,31,0.0,0,0,0,1,1
246,4.0,1.0,30,0.0,0,0,0,0,1
247,7.0,1.0,2,0.0,0,0,1,0,0
248,7.0,1.0,7,0.0,0,0,0,1,0
249,6.0,1.0,17,0.0,0,0,0,0,0
250,5.0,1.0,26,0.0,0,0,0,1,1
251,6.0,1.0,3,0.0,0,1,1,0,1
252,5.0,1.0,43,0.0,0,0,0,1,1
253,5.0,1.0,37,0.0,0,0,1,0,1
254,2.0,1.0,38,0.0,0,0,0,0,0
255,5.0,1.0,32,0.0,0,0,1,0,0
256,4.0,1.0,26,0.0,0,0,1,0,0
257,5.0,1.0,37,0.0,0,0,0,0,0
258,6.0,1.0,16,0.0,0,0,0,1,1
259,6.0,1.0,34,0.0,0,0,1,0,0
260,2.0,1.0,26,0.0,0,0,0,0,0
261,4.0,1.0,35,0.0,0,0,1,0,0
263,10.0,1.0,9,0.0,0,0,0,0,0
264,5.0,1.0,28,0.0,0,0,0,0,1
265,6.0,1.0,14,0.0,0,0,0,0,0
266,6.0,1.0,39,0.0,0,0,1,0,1
267,4.0,1.0,13,0.0,1,0,1,0,0
268,7.0,1.0,19,0.0,0,0,0,0,0
269,8.0,1.0,0,0.0,0,0,0,1,1
270,8.0,1.0,15,0.0,1,0,1,0,1
271,7.0,1.0,28,0.0,0,0,1,0,0
272,5.0,1.0,27,0.0,0,0,0,0,1
273,2.0,1.0,15,0.0,0,0,0,0,0
275,10.0,1.0,2,0.0,0,1,0,1,1
276,6.0,1.0,22,0.0,1,0,1,0,1
277,5.0,1.0,38,0.0,0,0,1,0,1
278,2.0,1.0,31,0.0,0,0,1,0,1
279,6.0,1.0,6,0.0,0,0,0,0,0
280,2.0,1.0,37,0.0,0,0,0,0,0
281,4.0,1.0,21,0.0,0,0,1,0,1
282,4.0,1.0,16,0.0,0,0,0,1,1
283,4.0,1.0,12,0.0,0,0,0,1,1
284,5.0,1.0,39,0.0,0,0,1,0,0
285,6.0,1.0,32,0.0,0,0,1,0,1
286,6.0,1.0,12,0.0,0,0,1,0,0
287,6.0,1.0,7,0.0,1,0,0,1,0
288,3.0,1.0,22,0.0,1,0,1,0,0
289,6.0,1.0,12,0.0,0,0,1,0,0
290,7.0,1.0,3,0.0,0,1,1,0,0
291,4.0,1.0,22,0.0,0,0,1,0,0
292,4.0,1.0,32,0.0,0,0,1,0,1
293,4.0,1.0,25,0.0,0,0,1,0,1
294,4.0,1.0,30,0.0,0,0,0,1,0
296,10.0,1.0,9,0.0,0,1,1,0,1
297,10.0,1.0,2,0.0,0,1,1,0,1
298,7.0,1.0,20,0.0,1,0,1,0,0
299,9.0,1.0,2,0.0,0,0,0,1,1
301,2.0,1.0,45,0.0,0,0,1,0,0
302,8.0,1.0,2,0.0,0,0,0,1,1
303,5.0,1.0,33,0.0,0,0,0,1,1
304,9.0,1.0,8,0.0,0,0,0,1,1
305,6.0,1.0,22,0.0,0,0,0,0,0
306,7.0,1.0,36,0.0,0,0,1,0,1
307,6.0,1.0,9,0.0,0,0,1,0,1
308,4.0,1.0,39,0.0,0,0,1,0,0
309,5.0,1.0,12,0.0,1,0,1,0,1
310,7.0,1.0,5,0.0,0,0,1,0,1
311,5.0,1.0,42,0.0,0,0,1,0,0
312,6.0,1.0,29,0.0,0,0,1,0,1
313,8.0,1.0,10,0.0,0,0,1,0,0
315,6.0,1.0,33,0.0,0,0,1,0,0
316,9.0,1.0,1,0.0,0,0,1,0,0
317,2.0,1.0,27,0.0,0,0,0,0,0
318,7.0,1.0,18,0.0,0,0,0,0,0
319,6.0,1.0,7,0.0,1,0,1,0,0
320,4.0,1.0,16,0.0,0,0,1,0,1
321,2.0,1.0,36,0.0,0,0,0,0,0
322,9.0,1.0,0,0.0,0,0,0,0,1
323,5.0,1.0,22,0.0,0,0,0,1,1
325,8.0,1.0,16,0.0,1,0,0,1,1
326,9.0,1.0,0,0.0,0,0,0,0,1
327,5.0,1.0,33,0.0,0,0,1,0,1
328,9.0,1.0,2,0.0,0,1,0,0,0
329,5.0,1.0,1,0.0,0,0,1,0,0
330,8.0,1.0,9,0.0,0,0,0,0,0
331,4.0,1.0,20,0.0,0,0,1,0,0
332,5.0,1.0,32,0.0,0,0,1,0,0
333,1.0,1.0,44,0.0,0,0,0,1,1
334,4.0,1.0,30,0.0,0,0,0,0,0
335,4.0,1.0,23,0.0,1,0,1,0,1
336,4.0,1.0,14,0.0,0,0,1,0,1
337,7.0,1.0,14,0.0,0,0,0,0,0
338,9.0,1.0,15,0.0,0,0,0,1,0
339,5.0,1.0,25,0.0,0,0,1,0,1
340,6.0,1.0,22,0.0,0,0,1,0,1
341,2.0,1.0,31,0.0,0,0,0,1,1
342,5.0,1.0,33,0.0,0,0,0,1,1
343,5.0,1.0,26,0.0,0,0,1,0,0
344,5.0,1.0,27,0.0,0,0,1,0,1
345,6.0,1.0,24,0.0,0,0,0,1,1
346,8.0,1.0,6,0.0,1,0,1,0,0
347,6.0,1.0,23,0.0,0,0,0,0,1
348,4.0,1.0,7,0.0,1,0,1,0,0
349,2.0,1.0,41,0.0,0,0,0,1,1
350,7.0,1.0,2,0.0,0,0,1,0,1
351,6.0,1.0,21,0.0,0,0,0,1,1
352,5.0,1.0,34,0.0,0,0,1,0,0
354,6.0,1.0,26,0.0,0,0,0,0,0
355,6.0,1.0,31,0.0,0,0,0,0,0
356,6.0,1.0,18,0.0,0,0,0,1,1
357,6.0,1.0,32,0.0,0,0,1,0,0
358,8.0,1.0,8,0.0,1,0,0,1,1
359,6.0,1.0,12,0.0,0,0,0,1,0
360,4.0,1.0,28,0.0,0,0,0,0,0
361,6.0,1.0,32,0.0,0,0,1,0,1
363,5.0,1.0,37,0.0,0,0,0,0,0
364,3.0,1.0,29,0.0,0,0,0,0,1
365,6.0,1.0,18,0.0,0,0,1,0,1
366,3.0,1.0,24,0.0,0,0,1,0,0
367,5.0,1.0,0,0.0,0,0,1,0,0
368,7.0,1.0,0,0.0,0,0,0,1,1
369,6.0,1.0,14,0.0,0,0,1,0,1
370,6.0,1.0,38,0.0,0,0,1,0,0
371,7.0,1.0,22,0.0,0,0,0,0,0
372,8.0,1.0,25,0.0,0,0,1,0,0
373,5.0,1.0,21,0.0,0,0,1,0,0
374,7.0,1.0,23,0.0,0,0,1,0,1
375,8.0,1.0,18,0.0,0,0,1,0,1
376,7.0,1.0,14,0.0,1,0,1,0,1
377,10.0,1.0,3,0.0,1,0,0,0,0
378,7.0,1.0,8,0.0,1,0,1,0,1
379,7.0,1.0,13,0.0,1,0,0,1,1
380,2.0,1.0,35,0.0,0,0,0,0,0
381,7.0,1.0,8,0.0,0,0,0,1,1
382,5.0,1.0,31,0.0,0,0,1,0,1
383,9.0,1.0,4,0.0,0,0,1,0,1
384,7.0,1.0,9,0.0,0,0,1,0,0
385,5.0,1.0,35,0.0,0,0,0,1,1
386,5.0,1.0,17,0.0,0,0,1,0,0
387,6.0,1.0,10,0.0,0,1,1,0,0
388,6.0,1.0,12,0.0,0,0,1,0,0
389,5.0,1.0,36,0.0,0,0,0,0,1
390,6.0,1.0,12,0.0,0,1,0,0,1
391,6.0,1.0,14,0.0,0,0,0,0,0
392,5.0,1.0,30,0.0,0,0,0,1,1
393,5.0,1.0,11,0.0,1,0,0,0,0
394,7.0,1.0,11,0.0,0,0,0,0,1
395,5.0,1.0,19,0.0,0,0,1,0,1
396,4.0,1.0,43,0.0,0,0,1,0,0
397,7.0,1.0,1,0.0,0,0,1,0,1
398,8.0,1.0,13,0.0,0,0,1,0,1
399,10.0,1.0,19,0.0,0,0,1,0,0
400,7.0,1.0,8,0.0,0,0,0,1,0
401,5.0,1.0,10,0.0,1,0,1,0,1
402,6.0,1.0,27,0.0,0,0,1,0,0
403,2.0,1.0,37,0.0,0,0,0,1,1
404,8.0,1.0,26,0.0,0,0,1,0,0
405,6.0,1.0,34,0.0,0,0,1,0,1
406,6.0,1.0,4,0.0,0,0,0,0,0
407,4.0,1.0,31,0.0,0,0,0,0,0
408,7.0,1.0,18,0.0,1,0,0,1,1
409,7.0,1.0,13,0.0,0,1,0,1,0
410,4.0,1.0,35,0.0,0,0,1,0,0
411,2.0,1.0,43,0.0,0,0,1,0,1
412,6.0,1.0,19,0.0,1,0,1,0,0
413,5.0,1.0,28,0.0,0,0,1,0,0
414,10.0,1.0,7,0.0,1,0,1,0,0
415,4.0,1.0,31,0.0,1,0,0,0,0
416,6.0,1.0,31,0.0,0,0,1,0,0
417,5.0,1.0,12,0.0,0,0,1,0,0
418,5.0,1.0,21,0.0,0,0,1,0,1
419,7.0,1.0,14,0.0,0,0,0,1,1
420,5.0,1.0,26,0.0,1,0,0,1,1
421,4.0,1.0,26,0.0,0,0,1,0,0
422,5.0,1.0,18,0.0,0,0,0,0,0
423,5.0,1.0,20,0.0,0,0,0,0,0
424,8.0,1.0,12,0.0,1,0,1,0,0
425,9.0,1.0,14,0.0,0,0,1,0,1
426,7.0,1.0,18,0.0,0,0,1,0,0
427,8.0,1.0,22,0.0,0,0,0,1,1
428,7.0,1.0,14,0.0,0,0,0,0,0
429,7.0,1.0,41,0.0,0,0,1,0,1
430,8.0,1.0,5,0.0,1,0,0,0,0
431,3.0,1.0,35,0.0,0,0,1,0,0
432,10.0,1.0,7,0.0,0,1,1,0,1
433,5.0,1.0,18,0.0,1,0,0,1,1
434,3.0,1.0,28,0.0,1,0,1,0,0
435,5.0,1.0,18,0.0,0,0,0,1,1
436,1.0,1.0,26,0.0,0,0,1,0,0
437,5.0,1.0,15,0.0,1,0,1,0,0
438,7.0,1.0,1,0.0,0,0,0,0,0
439,4.0,1.0,37,0.0,0,0,1,0,1
440,2.0,1.0,23,0.0,1,0,1,0,0
441,9.0,1.0,7,0.0,0,0,1,0,0
442,7.0,1.0,13,0.0,0,0,0,0,0
443,11.0,1.0,1,0.0,0,1,1,0,0
444,4.0,1.0,24,0.0,0,0,0,1,1
445,6.0,1.0,27,0.0,0,0,1,0,0
446,6.0,1.0,32,0.0,0,0,0,1,1
447,7.0,1.0,3,0.0,0,0,0,0,1
448,12.0,1.0,0,0.0,0,0,0,1,1
449,5.0,1.0,21,0.0,0,0,0,1,1
450,4.0,1.0,13,0.0,0,0,0,0,0
451,5.0,1.0,10,0.0,0,0,1,0,1
452,5.0,1.0,31,0.0,0,0,1,0,0
453,6.0,1.0,36,0.0,0,0,1,0,1
454,3.0,1.0,26,0.0,0,0,0,1,0
455,4.0,1.0,28,0.0,0,0,1,0,0
456,6.0,1.0,25,0.0,0,0,1,0,0
457,8.0,1.0,1,0.0,0,0,1,0,1
458,4.0,1.0,26,0.0,0,0,0,0,1
459,9.0,1.0,1,0.0,0,0,0,0,1
460,1.0,1.0,0,0.0,0,0,0,0,0
461,6.0,1.0,42,0.0,0,0,1,0,0
462,10.0,1.0,0,0.0,0,1,1,0,1
463,7.0,1.0,1,0.0,0,0,0,0,0
464,9.0,1.0,1,0.0,1,0,1,0,0
465,4.0,1.0,32,0.0,0,0,0,1,1
466,7.0,1.0,23,0.0,0,0,0,0,0
467,8.0,1.0,42,0.0,0,0,1,0,0
468,3.0,1.0,36,0.0,0,0,0,0,0
469,9.0,1.0,1,0.0,0,0,1,0,0
470,9.0,1.0,7,0.0,0,1,1,0,1
471,5.0,1.0,11,0.0,1,0,1,0,1
472,5.0,1.0,30,0.0,0,0,0,0,1
473,3.0,1.0,10,0.0,0,0,0,1,1
474,7.0,1.0,11,0.0,0,1,0,0,0
475,6.0,1.0,19,0.0,0,0,0,1,1
476,7.0,1.0,19,0.0,1,0,1,0,0
477,5.0,1.0,23,0.0,0,0,1,0,0
478,4.0,1.0,21,0.0,0,0,0,0,0
479,11.0,1.0,4,0.0,0,1,0,0,1
480,6.0,1.0,34,0.0,0,0,0,1,1
481,7.0,1.0,19,0.0,0,0,1,0,1
482,6.0,1.0,13,0.0,0,0,0,1,1
483,8.0,1.0,10,0.0,0,0,0,1,0
485,7.0,1.0,4,0.0,0,0,0,1,1
486,9.0,1.0,2,0.0,0,0,0,1,0
487,7.0,1.0,4,0.0,1,0,0,1,0
488,7.0,1.0,37,0.0,0,0,0,1,1
489,4.0,1.0,35,0.0,0,0,1,0,0
490,9.0,1.0,9,0.0,1,0,1,0,1
491,7.0,1.0,10,0.0,0,0,1,0,0
492,4.0,1.0,39,0.0,0,0,1,0,0
493,4.0,1.0,22,0.0,0,0,0,0,0
494,4.0,1.0,24,0.0,0,0,0,1,1
495,3.0,1.0,40,0.0,0,0,0,1,1
496,2.0,1.0,33,0.0,0,0,0,0,0
497,4.0,1.0,38,0.0,0,0,0,1,1
498,4.0,1.0,16,0.0,0,0,1,0,1
499,6.0,1.0,15,0.0,0,0,1,0,0
500,4.0,1.0,30,0.0,1,0,1,0,0
501,6.0,1.0,18,0.0,0,0,1,0,0
502,4.0,1.0,38,0.0,0,0,1,0,1
503,4.0,1.0,22,0.0,0,0,1,0,1
504,9.0,1.0,8,0.0,0,0,1,0,1
505,6.0,1.0,22,0.0,0,0,0,1,1
506,4.0,1.0,46,0.0,0,0,0,1,1
507,8.0,1.0,26,0.0,0,0,0,1,1
508,9.0,1.0,0,0.0,0,1,0,1,1
509,3.0,1.0,37,0.0,0,0,0,1,0
510,13.0,1.0,0,0.0,0,1,0,0,1
511,9.0,1.0,1,0.0,0,1,1,0,0
512,7.0,1.0,10,0.0,0,0,0,1,1
513,9.0,1.0,1,0.0,0,1,0,0,1
514,5.0,1.0,32,0.0,0,0,0,0,1
515,7.0,1.0,8,0.0,0,0,0,0,1
516,4.0,1.0,11,0.0,0,0,0,1,1
517,7.0,1.0,10,0.0,0,0,1,0,0
518,5.0,1.0,16,0.0,0,0,0,0,1
519,6.0,1.0,14,0.0,0,1,0,1,1
520,6.0,1.0,10,0.0,0,0,1,0,0
521,3.0,1.0,37,0.0,0,0,1,0,1
522,8.0,1.0,13,0.0,1,0,1,0,0
523,5.0,1.0,22,0.0,0,0,1,0,1
524,4.0,1.0,31,0.0,0,0,1,0,0
525,6.0,1.0,29,0.0,0,0,1,0,1
526,5.0,1.0,8,0.0,0,0,1,0,0
527,6.0,1.0,21,0.0,0,0,0,1,1
528,10.0,1.0,25,0.0,0,0,0,1,1
529,7.0,1.0,41,0.0,0,0,0,0,0
530,7.0,1.0,25,0.0,0,0,1,0,0
531,2.0,1.0,30,0.0,1,0,0,0,0
532,7.0,1.0,11,0.0,0,0,1,0,0
533,5.0,1.0,19,0.0,1,0,1,0,0
534,10.0,1.0,4,0.0,1,0,1,0,0
535,3.0,1.0,20,0.0,0,0,0,1,0
536,8.0,1.0,13,0.0,0,0,1,0,1
537,5.0,1.0,24,0.0,0,0,1,0,1
538,6.0,1.0,15,0.0,0,0,1,0,1
539,3.0,1.0,35,0.0,0,0,1,0,0
540,5.0,1.0,22,0.0,0,0,0,1,1
541,6.0,1.0,20,0.0,0,0,1,0,1
542,4.0,1.0,32,0.0,0,0,1,0,0
543,4.0,1.0,9,0.0,0,0,0,0,0
544,8.0,1.0,8,0.0,0,0,0,0,0
545,4.0,1.0,41,0.0,0,0,0,1,1
